0.000000 -12.083402
0.067227 1.789533
0.134454 9.996525
0.201681 -0.743994
0.268908 -10.028948
0.336134 -4.910204
0.403361 3.495220
0.470588 3.899777
0.537815 -0.928635
0.605042 -3.815124
0.672269 -3.056873
0.739496 -1.144934
0.806723 -0.075933
0.873950 0.012617
0.941176 -0.259022
1.008403 -0.468672
1.075630 -0.526534
1.142857 -0.483078
1.210084 -0.393771
1.277311 -0.287300
1.344538 -0.174480
1.411765 -0.059102
1.478992 0.057030
1.546218 0.172539
1.613445 0.286126
1.680672 0.396526
1.747899 0.502508
1.815126 0.602892
1.882353 0.696559
1.949580 0.782466
2.016807 0.859655
2.084034 0.927267
2.151261 0.984548
2.218487 1.030860
2.285714 1.065688
2.352941 1.088643
2.420168 1.099469
2.487395 1.098047
2.554622 1.084391
2.621849 1.058653
2.689076 1.021122
2.756303 0.972214
2.823529 0.912475
2.890756 0.842570
2.957983 0.763278
3.025210 0.675482
3.092437 0.580161
3.159664 0.478376
3.226891 0.371262
3.294118 0.260011
3.361345 0.145864
3.428571 0.030091
3.495798 -0.086016
3.563025 -0.201166
3.630252 -0.314074
3.697479 -0.423483
3.764706 -0.528174
3.831933 -0.626981
3.899160 -0.718802
3.966387 -0.802616
4.033613 -0.877487
4.100840 -0.942583
4.168067 -0.997177
4.235294 -1.040661
4.302521 -1.072552
4.369748 -1.092494
4.436975 -1.100264
4.504202 -1.095776
4.571429 -1.079080
4.638655 -1.050362
4.705882 -1.009942
4.773109 -0.958271
4.840336 -0.895923
4.907563 -0.823594
4.974790 -0.742089
5.042017 -0.652317
5.109244 -0.555277
5.176471 -0.452051
5.243697 -0.343789
5.310924 -0.231696
5.378151 -0.117023
5.445378 -0.001045
5.512605 0.114944
5.579832 0.229652
5.647059 0.341802
5.714286 0.450144
5.781513 0.553471
5.848739 0.650632
5.915966 0.740544
5.983193 0.822206
6.050420 0.894708
6.117647 0.957241
6.184874 1.009110
6.252101 1.049737
6.319328 1.078669
6.386555 1.095583
6.453782 1.100291
6.521008 1.092743
6.588235 1.073006
6.655462 1.041436
6.722689 0.997431
6.789916 0.946908
6.857143 0.865316
6.924370 0.847850
6.991597 0.611252
7.058824 0.819548
7.126050 0.361340
7.193277 0.255535
7.260504 1.131800
7.327731 -0.826452
7.394958 -0.217528
7.462185 2.557719
7.529412 -2.393241
7.596639 -2.877771
7.663866 5.381441
7.731092 0.139066
7.798319 -9.187168
7.865546 1.410504
7.932773 9.559775
8.000000 -4.446919
