0.000000 -0.823538
0.067227 -0.878724
0.134454 -0.924120
0.201681 -0.959220
0.268908 -0.983635
0.336134 -0.997091
0.403361 -0.999430
0.470588 -0.990638
0.537815 -0.970848
0.605042 -0.940263
0.672269 -0.899050
0.739496 -0.847566
0.806723 -0.786924
0.873950 -0.718758
0.941176 -0.643305
1.008403 -0.558107
1.075630 -0.461143
1.142857 -0.356749
1.210084 -0.256118
1.277311 -0.168712
1.344538 -0.093305
1.411765 -0.019444
1.478992 0.062651
1.546218 0.155082
1.613445 0.253652
1.680672 0.352980
1.747899 0.449432
1.815126 0.541061
1.882353 0.626678
1.949580 0.705313
2.016807 0.776090
2.084034 0.838220
2.151261 0.891012
2.218487 0.933878
2.285714 0.966339
2.352941 0.988034
2.420168 0.998721
2.487395 0.998282
2.554622 0.986721
2.621849 0.964167
2.689076 0.930871
2.756303 0.887204
2.823529 0.833653
2.890756 0.770815
2.957983 0.699389
3.025210 0.620171
3.092437 0.534043
3.159664 0.441966
3.226891 0.344965
3.294118 0.244121
3.361345 0.140557
3.428571 0.035427
3.495798 -0.070098
3.563025 -0.174841
3.630252 -0.277637
3.697479 -0.377340
3.764706 -0.472838
3.831933 -0.563069
3.899160 -0.647027
3.966387 -0.723776
4.033613 -0.792462
4.100840 -0.852319
4.168067 -0.902680
4.235294 -0.942984
4.302521 -0.972783
4.369748 -0.991744
4.436975 -0.999656
4.504202 -0.996431
4.571429 -0.982105
4.638655 -0.956837
4.705882 -0.920909
4.773109 -0.874722
4.840336 -0.818789
4.907563 -0.753734
4.974790 -0.680281
5.042017 -0.599250
5.109244 -0.511543
5.176471 -0.418136
5.243697 -0.320071
5.310924 -0.218440
5.378151 -0.114376
5.445378 -0.009037
5.512605 0.096403
5.579832 0.200768
5.647059 0.302897
5.714286 0.401651
5.781513 0.495930
5.848739 0.584684
5.915966 0.666925
5.983193 0.741735
6.050420 0.808281
6.117647 0.865823
6.184874 0.913718
6.252101 0.951434
6.319328 0.978550
6.386555 0.994764
6.453782 0.999895
6.521008 0.993886
6.588235 0.976805
6.655462 0.948841
6.722689 0.910306
6.789916 0.861630
6.857143 0.803354
6.924370 0.736128
6.991597 0.660700
7.058824 0.577912
7.126050 0.488686
7.193277 0.394015
7.260504 0.294954
7.327731 0.192607
7.394958 0.088115
7.462185 -0.017359
7.529412 -0.122640
7.596639 -0.226555
7.663866 -0.327945
7.731092 -0.425682
7.798319 -0.518676
7.865546 -0.605892
7.932773 -0.686358
8.000000 -0.759177
