40 0.205128 2.904219e-01 9.852579e-01 2.799911e-01
80 0.101266 2.132833e-01 1.571749e+00 2.111628e-01
160 0.050314 8.664180e-02 4.673036e+01 7.983762e-02
320 0.025078 6.822177e-02 1.286243e+05 6.610064e-02
640 0.012520 3.431815e-02 4.313166e+12 3.299164e-02
1280 0.006255 1.721938e-02 1.656529e+28 1.648202e-02
