0.010000 1.012567 1.259918 0.984891
0.020000 1.048824 1.523997 0.973114
0.030000 1.095530 1.791094 0.962931
0.040000 1.156599 2.064844 0.955289
0.050000 1.236511 2.349840 0.951409
0.060000 1.336987 2.651043 0.952339
0.070000 1.458072 2.973690 0.959117
0.080000 1.599529 3.323085 0.972961
0.090000 1.761543 3.704442 0.995379
0.100000 1.944900 4.122862 1.028243
0.110000 2.150922 4.583435 1.073863
0.120000 2.381372 5.091356 1.135072
0.130000 2.638381 5.652023 1.215352
0.140000 2.924413 6.271095 1.318972
0.150000 3.242250 6.954503 1.451163
0.160000 3.594991 7.708423 1.618327
0.170000 3.986043 8.539207 1.828284
0.180000 4.419114 9.453261 2.090567
0.190000 4.898194 10.456845 2.416756
0.200000 5.427522 11.555778 2.820870
0.210000 6.011530 12.755018 3.319800
0.220000 6.654757 14.058059 3.933777
0.230000 7.361716 15.466116 4.686846
0.240000 8.136707 16.977010 5.607306
0.250000 8.983544 18.583709 6.728045
0.260000 9.905177 20.272431 8.086647
0.270000 10.903188 22.020251 9.725101
0.280000 11.977101 23.792193 11.688866
0.290000 13.123503 25.537832 14.024949
0.300000 14.334920 27.187597 16.778568
0.310000 15.598441 28.649172 19.987888
0.320000 16.894099 29.804729 23.676332
0.330000 18.193095 30.510196 27.842123
0.340000 19.455996 30.598276 32.445159
0.350000 20.631240 29.887424 37.392218
0.360000 21.654387 28.199083 42.522896
0.370000 22.448783 25.384747 47.600623
0.380000 22.928424 21.362259 52.314989
0.390000 23.003788 16.156738 56.302525
0.400000 22.591064 9.936101 59.191214
0.410000 21.624448 3.026271 60.667867
0.420000 20.069923 -4.109602 60.556851
0.430000 17.937546 -10.935936 58.887008
0.440000 15.288302 -16.944906 55.918042
0.450000 12.231949 -21.763323 52.105906
0.460000 8.914391 -25.226679 48.009867
0.470000 5.496678 -27.389916 44.171466
0.480000 2.131147 -28.472271 41.009886
0.490000 -1.058429 -28.763656 38.768381
0.500000 -3.987438 -28.533230 37.518958
0.510000 -6.610292 -27.970946 37.206274
0.520000 -8.911960 -27.170513 37.701804
0.530000 -10.895697 -26.143566 38.846380
0.540000 -12.571291 -24.848374 40.473352
0.550000 -13.946559 -23.220036 42.415760
0.560000 -15.022901 -21.196018 44.505466
0.570000 -15.794513 -18.735944 46.571629
0.580000 -16.250282 -15.836269 48.443245
0.590000 -16.377441 -12.539881 49.957672
0.600000 -16.166172 -8.939483 50.974654
0.610000 -15.614425 -5.173017 51.393300
0.620000 -14.732195 -1.410179 51.167850
0.630000 -13.544438 2.168943 50.317323
0.640000 -12.091904 5.399359 48.924943
0.650000 -10.429452 8.155000 47.125769
0.660000 -8.621927 10.364785 45.084614
0.670000 -6.738309 12.016918 42.969601
0.680000 -4.845272 13.151148 40.928115
0.690000 -3.001465 13.842484 39.070649
0.700000 -1.253561 14.181941 37.464881
0.710000 0.365440 14.259623 36.138834
0.720000 1.835778 14.153334 35.089713
0.730000 3.148950 13.923380 34.294516
0.740000 4.304967 13.612310 33.719550
0.750000 5.309529 13.247613 33.327418
0.760000 6.171597 12.845544 33.081321
0.770000 6.901572 12.414870 32.947250
0.780000 7.510087 11.959952 32.894802
0.790000 8.007321 11.483015 32.897261
0.800000 8.402687 10.985694 32.931392
0.810000 8.704768 10.469991 32.977168
0.820000 8.921402 9.938810 33.017546
0.830000 9.059831 9.396174 33.038307
0.840000 9.126880 8.847207 33.027953
0.850000 9.129124 8.297962 32.977623
0.860000 9.073025 7.755131 32.881002
0.870000 8.965033 7.225698 32.734193
0.880000 8.811637 6.716567 32.535541
0.890000 8.619380 6.234205 32.285396
0.900000 8.394825 5.784335 31.985825
0.910000 8.144491 5.371695 31.640286
0.920000 7.874773 4.999882 31.253278
0.930000 7.591837 4.671288 30.829993
0.940000 7.301524 4.387116 30.375997
0.950000 7.009254 4.147465 29.896943
0.960000 6.719951 3.951482 29.398337
0.970000 6.437982 3.797529 28.885369
0.980000 6.167122 3.683388 28.362796
0.990000 5.910548 3.606448 27.834870
1.000000 5.670843 3.563892 27.305330
1.010000 5.450028 3.552848 26.777406
1.020000 5.249610 3.570523 26.253862
1.030000 5.070633 3.614302 25.737048
1.040000 4.913741 3.681822 25.228964
1.050000 4.779247 3.771017 24.731318
1.060000 4.667192 3.880142 24.245590
1.070000 4.577407 4.007781 23.773087
1.080000 4.509574 4.152840 23.314992
1.090000 4.463274 4.314532 22.872410
1.100000 4.438031 4.492351 22.446405
1.110000 4.433348 4.686044 22.038035
1.120000 4.448741 4.895584 21.648383
1.130000 4.483761 5.121135 21.278582
1.140000 4.538014 5.363021 20.929840
1.150000 4.611172 5.621692 20.603466
1.160000 4.702982 5.897695 20.300890
1.170000 4.813271 6.191635 20.023688
1.180000 4.941946 6.504145 19.773603
1.190000 5.088988 6.835845 19.552569
1.200000 5.254448 7.187305 19.362730
1.210000 5.438434 7.558999 19.206464
1.220000 5.641100 7.951251 19.086404
1.230000 5.862625 8.364184 19.005450
1.240000 6.103196 8.797645 18.966790
1.250000 6.362980 9.251135 18.973901
1.260000 6.642092 9.723718 19.030552
1.270000 6.940564 10.213921 19.140788
1.280000 7.258300 10.719620 19.308902
1.290000 7.595027 11.237917 19.539381
1.300000 7.950241 11.765001 19.836832
1.310000 8.323141 12.296005 20.205867
1.320000 8.712558 12.824860 20.650947
1.330000 9.116877 13.344153 21.176182
1.340000 9.533946 13.845008 21.785065
1.350000 9.960990 14.316997 22.480152
1.360000 10.394515 14.748104 23.262670
1.370000 10.830218 15.124778 24.132070
1.380000 11.262910 15.432092 25.085515
1.390000 11.686451 15.654043 26.117357
1.400000 12.093719 15.774031 27.218596
1.410000 12.476627 15.775538 28.376416
1.420000 12.826188 15.643016 29.573831
1.430000 13.132661 15.362977 30.789546
